TQRMNOQUYHMOKRCDEGJBF00799820;2023;1;1;1;43;S;13;1200;1;;6;1;;2;1;1;1;;1;1;1;2;2;2;2;6;4;2;0;1;1;1;1;1;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;5;0;5;366000;9;9;9;9;;9;73200;6;6;5;6;;5;1400;1;0;4;0;0;0;Extendido;Material durable;Alto;Buena
TQRMNOPUPHKMKOCDEGJBF00777480;2023;1;1;1;43;S;13;870;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;170000;5;5;5;5;;5;85000;6;7;6;6;;6;951;1;0;98;0;0;0;Nuclear;Material durable;Alto;Buena
TQRMNOQWRHKMKPCDEGJBF00777478;2023;1;1;1;43;S;13;559;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;60000;1;1;1;1;;1;60000;5;5;4;5;;4;598;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Buena
TQRMNOQQSHKMMMCDEFKID00782073;2023;1;1;1;43;S;4;828;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0;0;0;0;;0;0;0;0;0;0;;0;1192;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Buena
TQRMNOPYSHJOLSCDEFKID00798633;2023;1;1;1;43;S;4;746;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;140000;4;4;4;4;;4;46666,67;3;3;3;3;;3;1539;2;0;3;0;0;0;Nuclear;Material durable;Alto;Buena
TQRMNOPYVHJOLSCDEFKID00796021;2023;1;1;1;43;S;4;698;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;220000;7;7;7;7;;7;73333,33;6;6;5;6;;5;1400;1;0;2;0;0;0;Nuclear;Material durable;Alto;Buena
TQRMNORVSHKMMOCDEFKID00775960;2023;1;1;1;43;S;4;580;1;;2;2;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;1;3;0;0;0;Extendido;Material durable;Alto;Saludable
TQRMNOSYYHLOMNCDEFKID00714795;2023;1;1;1;43;S;4;482;1;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Unipersonal;No aplica;Medio;Buena
TQRMNORTTHKOLOCDEHNHB00779252;2023;1;3;1;42;S;27;301;1;;2;2;;1;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;4;1;3;100336;3;3;3;3;;3;25084;2;2;2;2;;2;301;1;0;3;0;0;0;Nuclear;Material durable;Alto;Saludable
TQRMNORSSHMMLPCDEHNHB00801182;2023;1;1;1;42;S;27;281;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;257000;8;8;8;7;;8;128500;8;9;9;8;;9;287;1;2;98;0;0;0;Nuclear;Material durable;Alto;Buena
TQRMNORUPHKOLOCDEHIBB00778517;2023;1;1;1;40;N;22;133;1;;6;1;;1;1;1;1;;1;1;1;1;2;2;2;6;4;1;1;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;4;0;4;158000;5;5;6;;5;6;39500;3;3;4;;3;3;191;2;0;98;0;0;0;Nuclear;Material durable;Alto;Buena
TQRMNOQWTHJMMMCDEGGFB00796776;2023;1;1;1;42;S;10;453;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;157000;5;5;5;5;;5;157000;9;9;10;9;;9;529;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Buena
TQSMNOSTUHKLKMCDEGGFB00799471;2023;1;1;1;42;S;10;173;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;85000;2;2;2;2;;2;85000;6;7;7;6;;7;182;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Buena
TQRMNOSTXHKLKMCDEGGFB00777151;2023;1;1;1;42;S;10;178;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;0;2;194000;6;6;6;6;;6;97000;7;7;8;7;;8;315;1;2;98;0;0;0;Nuclear;Material durable;Alto;Buena
TQRMNOPQTHKLKNCDEGGFB00777104;2023;1;1;1;42;S;10;229;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;1;2;2;0;2;;2;;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;Nuclear;Material durable;Alto;Buena
TQRMNOSSUHKMKNCDEGGFB00777075;2023;1;1;1;42;S;10;421;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;2;4;0;4;290000;8;8;9;8;;9;72500;6;6;6;6;;6;667;2;0;98;0;0;0;Nuclear;Material durable;Alto;Buena
TQRMNORTWHKKKOCDEGGFB00777181;2023;1;1;1;42;S;10;152;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;3;0;0;Nuclear;Material durable;Alto;Buena
TQRMNOSXPHMOKMCDEFNFF00799021;2023;1;1;1;41;N;7;234;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;210000;7;7;8;;7;7;105000;8;8;9;;8;8;317;1;0;2;0;0;0;Nuclear;Material durable;Alto;Buena
TQRMNOUVWHJOKNCDEFNFF00796204;2023;1;1;1;41;N;7;265;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;250000;7;8;9;;8;8;125000;8;8;9;;9;8;235;96;0;1;0;0;0;Nuclear;Material durable;Alto;Buena
